fund_code,fund_name,fund_type
018490,万家中证工业有色金属主题ETF发起式联接C,指数型
018491,格林聚合增强债券A,债券型
018492,格林聚合增强债券C,债券型
018493,西部利得汇鑫6个月持有期混合A,混合型
018494,西部利得汇鑫6个月持有期混合C,混合型
018495,融通产业趋势臻选股票C,股票型
018496,恒生前海恒润纯债A,债券型
018497,恒生前海恒润纯债C,债券型
018498,渤海汇金优选平衡一年持有混合发起(FOF)A,FOF
018499,渤海汇金优选平衡一年持有混合发起(FOF)C,FOF
018500,兴银收益增强C,债券型
018501,光大中国制造2025灵活配置混合C,混合型
018502,东财中证光伏指数发起式A,指数型
018503,东财中证光伏指数发起式C,指数型
018504,景顺长城周期优选混合A,混合型
018505,景顺长城周期优选混合C,混合型
018506,创金合信益久9个月持有期债券A,债券型
018507,创金合信益久9个月持有期债券C,债券型
018508,创金合信益久9个月持有期债券E,债券型
018509,国泰海通君享利30天滚动持有债券发起A,债券型
018510,国泰海通君享利30天滚动持有债券发起C,债券型
018511,东方红欣和积极3个月持有混合(FOF)A,FOF
018512,东方红欣和积极3个月持有混合(FOF)C,FOF
018513,易方达养老2045五年持有混合(FOF)A,FOF
018514,南方康乐养老目标日期2045三年持有混合发起(FOF)A,FOF
018515,中欧预见养老2040三年持有混合发起(FOF),FOF
018516,恒越安裕纯债债券,债券型
018517,民生加银量化中国混合C,混合型
018518,大成景信债券A,债券型
018519,大成景信债券C,债券型
018522,信澳颐远养老目标2055五年持有期混合型发起式(FOF),FOF
018523,华泰紫金恒生互联网科技业指数型发起基金(QDII)A,指数型
018524,华泰紫金恒生互联网科技业指数型发起基金(QDII)C,指数型
018527,银河星汇30天持有债券A,债券型
018528,银河星汇30天持有债券C,债券型
018529,华宝大健康混合C,混合型
018530,中欧稳鑫180天持有债券A,债券型
018531,中欧稳鑫180天持有债券C,债券型
018532,鹏华丰景债券,债券型
018533,南方中证互联网指数(LOF)C,指数型
018534,银河景泰债券A,债券型
018535,银河景泰债券C,债券型
018536,汇添富上证综合指数C,指数型
018537,中银鑫盛一年持有债券A,债券型
018538,中银鑫盛一年持有债券C,债券型
018539,中银富利6个月持有期混合A,混合型
018540,中银富利6个月持有期混合C,混合型
018541,建信鑫安回报灵活配置混合C,混合型
018543,汇添富黄金及贵金属(QDII-LOF-FOF)C,QDII
018544,国投瑞银美丽中国混合C,混合型
018545,国投瑞银瑞盛混合(LOF)C,混合型
018546,国投瑞银瑞盈混合(LOF)C,混合型
018547,金鹰产业智选一年持有混合A,混合型
018548,金鹰产业智选一年持有混合C,混合型
018549,金鹰研究驱动混合A,混合型
018550,金鹰研究驱动混合C,混合型
018551,宏利医药健康混合发起A,混合型
018552,宏利医药健康混合发起C,混合型
018553,景顺长城中小盘混合C,混合型
018554,交银启嘉混合A,混合型
018555,交银启嘉混合C,混合型
018556,中银新经济灵活配置混合C,混合型
018557,易方达港股通医药ETF联接A,指数型
018558,易方达港股通医药ETF联接C,指数型
018559,广发景佳纯债,债券型
018561,中信保诚多策略混合(LOF)C,混合型
018562,嘉实同舟债券A,债券型
018563,嘉实同舟债券C,债券型
018564,嘉实中证全指家用电器指数发起式A,指数型
018565,嘉实中证全指家用电器指数发起式C,指数型
018566,恒生前海恒源泓利债券A,债券型
018567,恒生前海恒源泓利债券C,债券型
018568,长信稳固60天滚动持有债券A,债券型
018569,长信稳固60天滚动持有债券C,债券型
018570,华宝安元债券A,债券型
018571,华宝安元债券C,债券型
018574,兴银丰盈灵活配置C,混合型
018575,鑫元慧享纯债3个月定开A,债券型
018576,鑫元慧享纯债3个月定开C,债券型
018577,摩根恒生科技ETF发起式联接(QDII)A,指数型
018578,摩根恒生科技ETF发起式联接(QDII)C,指数型
018579,鑫元国证2000指数增强A,指数型
018580,鑫元国证2000指数增强C,指数型
018581,中银纯债债券D,债券型
018582,华泰紫金碳中和混合发起A,混合型
018583,华泰紫金碳中和混合发起C,混合型
018584,浦银安盛普兴3个月定开债券,债券型
018585,汇添富养老2035三年持有混合(FOF),FOF
018586,汇添富双享增利债券A,债券型
018587,汇添富双享增利债券C,债券型
018588,易方达优势回报混合(FOF-LOF)C,FOF
018589,农银信息传媒股票C,股票型
018590,银华体育文化灵活配置混合C,混合型
018591,博时中证银行指数(LOF)C,指数型
018592,中欧汇利债券A,债券型
018593,中欧汇利债券C,债券型
018594,格林泓盈利率债,债券型
018595,华商利欣回报债券A,债券型
018596,华商利欣回报债券C,债券型
018597,兴全招益债券A,债券型
018598,兴全招益债券C,债券型
018599,交银天利宝货币C,货币型
018600,景顺长城鼎益混合(LOF)C,混合型
018601,长城集利债券发起式A,债券型
018602,长城集利债券发起式C,债券型
018603,永赢鑫欣混合C,混合型
018604,民生加银添润债券A,债券型
018605,中银养老目标日期2035三年持有混合发起(FOF),FOF
018606,融通通祺债券C,债券型
018607,建信现金添利货币C,货币型
018608,国投瑞银增利宝货币D,货币型
018609,华泰柏瑞锦合债券,债券型
018610,兴全中证同业存单AAA指数7天持有,指数型
018611,鹏华高端装备一年持有期混合A,混合型
018612,鹏华高端装备一年持有期混合C,混合型
018613,红塔红土中证同业存单AAA指数7天持有,指数型
018614,万家货币D,货币型
018615,光大睿阳纯债债券A,债券型
018616,光大睿阳纯债债券C,债券型
018617,民生加银添润债券C,债券型
018618,中信保诚远见成长混合A,混合型
018619,中信保诚远见成长混合C,混合型
018620,兴全兴晨六个月持有混合A,混合型
018621,兴全兴晨六个月持有混合C,混合型
018622,创金合信尊享纯债债券C,债券型
018623,海富通盈丰一年定开债券发起式,债券型
018624,国泰海通君增利60天滚动持有债券发起式A,债券型
018625,国泰海通君增利60天滚动持有债券发起式C,债券型
018626,富国兴享回报6个月持有期混合A,混合型
018627,富国兴享回报6个月持有期混合C,混合型
018632,银华顺和债券,债券型
018633,财通中证500指数增强A,指数型
018634,财通中证500指数增强C,指数型
018635,嘉实稳健增利6个月持有混合A,混合型
018636,嘉实稳健增利6个月持有混合C,混合型
018637,农银金恒债券,债券型
018638,国泰研究优势混合C,混合型
018639,中加民丰纯债C,债券型
018640,华安沣润债券A,债券型
018641,华安沣润债券C,债券型
018642,金鹰添福纯债债券A,债券型
018643,金鹰添福纯债债券C,债券型
018644,金鹰悦享债券A,债券型
018645,金鹰悦享债券C,债券型
018646,易方达中证家电龙头ETF联接发起式A,指数型
018647,易方达中证家电龙头ETF联接发起式C,指数型
018648,永赢鑫享混合C,混合型
018649,富国安益货币E,货币型
018650,光大国企改革股票C,股票型
018651,信澳通合稳健三个月持有期混合型(FOF)A,FOF
018652,信澳通合稳健三个月持有期混合型(FOF)C,FOF
018653,万家国证2000指数增强A,指数型
018654,万家国证2000指数增强C,指数型
018655,光大保德信耀钱包货币C,货币型
018656,新华行业周期轮换混合C,混合型
018657,融通通和债券C,债券型
018658,兴银消费新趋势灵活配置C,混合型
018659,德邦如意货币E,货币型
018660,中科沃土转型升级混合C,混合型
018661,大成中证1000指数增强发起式A,指数型
018662,大成中证1000指数增强发起式C,指数型
018663,中欧国证2000指数增强A,指数型
018664,中欧国证2000指数增强C,指数型
018665,南方宁元债券A,债券型
018666,鹏扬利沣短债D,债券型
018667,国寿安保鑫钱包货币C,货币型
018668,中信建投景润3个月定开债券D,债券型
018669,兴华安惠纯债A,债券型
018670,兴华安惠纯债C,债券型
018671,广发添利货币C,货币型
018672,广发安诚养老目标2040三年持有混合发起式(FOF)A,FOF
018673,财通资管康恒平衡养老目标三年持有混合发起式(FOF)A,FOF
018674,渤海汇金优选进取6个月持有混合发起(FOF)A,FOF
018675,渤海汇金优选进取6个月持有混合发起(FOF)C,FOF
018676,渤海汇金汇享益利率债A,债券型
018677,渤海汇金汇享益利率债C,债券型
018678,中泰中证同业存单AAA指数7天持有,指数型
018679,招商安和债券A,债券型
018680,招商安和债券C,债券型
018681,国联安气候变化混合C,混合型
018682,鑫元浩鑫增强债券A,债券型
018683,鑫元浩鑫增强债券C,债券型
018684,汇泉安盈回报债券E,债券型
018685,银华中债1-3年国开行债券指数D,指数型
018686,博时证券公司ETF联接C,指数型
018687,东方养老目标2050五年持有混合发起(FOF)A,FOF
018688,鑫元鑫选稳健养老目标一年持有偏债混合(FOF)A,FOF
018689,永赢恒欣稳健养老目标三年持有混合(FOF)Y,FOF
018690,德邦大健康灵活配置混合C,混合型
018691,兴全恒盛90天持有债券A,债券型
018692,兴全恒盛90天持有债券C,债券型
018693,大成核心双动力混合C,混合型
018694,大成智惠量化多策略混合C,混合型
018695,博道消费智航C,股票型
018696,建信优享养老三年持有混合(FOF)Y,FOF
018697,尚正臻元债券,债券型
018698,国投瑞银盛煊混合A,混合型
018699,国投瑞银盛煊混合C,混合型
018700,海富通养老目标日期2035(FOF)Y,FOF
018701,中银惠利半年定期开放债券B,债券型
018702,德邦优化C,混合型
018705,财通鼎欣量化选股18个月定开混合,混合型
018706,兴银先进制造智选混合发起A,混合型
018707,兴银先进制造智选混合发起C,混合型
018708,交银悦信精选混合A,混合型
018709,交银悦信精选混合C,混合型
018710,鹏华沪深港新兴成长混合C,混合型
018711,华泰柏瑞祥泰稳健养老目标偏债一年(FOF)A,FOF
018714,平安新鑫优选混合A,混合型
018715,平安新鑫优选混合C,混合型
018716,工银瑞宁3个月定开债券A,债券型
018717,工银瑞宁3个月定开债券C,债券型
018718,中银证券安澈债券A,债券型
018719,中银证券安澈债券C,债券型
018720,国联添安稳健养老目标一年持有混合(FOF)Y,FOF
018721,华夏中证港股通50ETF发起式联接A,指数型
018722,华夏中证港股通50ETF发起式联接C,指数型
018723,华泰保兴中证同业存单AAA指数7天持有期,指数型
018724,长信汇智量化选股混合A,混合型
018725,长信汇智量化选股混合C,混合型
018726,广发匠心优选三年持有混合发起式A,混合型
018727,广发匠心优选三年持有混合发起式C,混合型
018728,华夏智胜新锐股票A,股票型
018729,华夏智胜新锐股票C,股票型
018730,华夏招鑫鸿瑞混合A,混合型
018731,华夏招鑫鸿瑞混合C,混合型
018732,华夏中证智选1000价值稳健策略ETF发起式联接A,指数型
018733,华夏中证智选1000价值稳健策略ETF发起式联接C,指数型
018734,华夏中证绿色电力ETF发起式联接A,指数型
018735,华夏中证绿色电力ETF发起式联接C,指数型
018736,景顺长城景颐裕利债券A,债券型
018737,景顺长城景颐裕利债券C,债券型
018738,博时标普500ETF联接E(人民币),指数型
018739,国投瑞银恒源30天持有期债券A,债券型
018740,国投瑞银恒源30天持有期债券C,债券型
018741,万家集利债券发起式A,债券型
018742,万家集利债券发起式C,债券型
018743,易方达优选投资级信用指数发起式C,指数型
018744,长信90天滚动持有债券A,债券型
018745,长信90天滚动持有债券C,债券型
018746,永赢匠心增利债券A,债券型
018747,永赢匠心增利债券C,债券型
018748,富国安恒60天持有期债券发起式A,债券型
018749,富国安恒60天持有期债券发起式C,债券型
018750,山证资管精选行业混合发起式A,混合型
018751,山证资管精选行业混合发起式C,混合型
018752,天弘阿尔法优选混合A,混合型
018753,天弘阿尔法优选混合C,混合型
018754,兴业均衡优选混合A,混合型
018755,兴业均衡优选混合C,混合型
018756,睿远稳益增强30天持有债券A,债券型
018757,睿远稳益增强30天持有债券C,债券型
018758,山证资管汇利一年定开债券A,债券型
018759,山证资管汇利一年定开债券C,债券型
018761,鑫元乐享90天持有债券A,债券型
018762,鑫元乐享90天持有债券C,债券型
018763,汇添富稳荣回报债券发起式A,债券型
018764,汇添富稳荣回报债券发起式C,债券型
018765,汇添富稳丰回报债券发起式A,债券型
018766,汇添富稳丰回报债券发起式C,债券型
018767,汇添富稳乐回报债券发起式A,债券型
018768,汇添富稳乐回报债券发起式C,债券型
018769,汇添富90天短债D,债券型
018770,汇添富收益快钱货币F,货币型
018771,汇添富稳合4个月持有债券D,债券型
018772,南方惠享稳健添利债券A,债券型
018773,南方惠享稳健添利债券C,债券型
018774,汇添富华证专精特新100指数发起式A,指数型
018775,汇添富华证专精特新100指数发起式C,指数型
018776,金信精选成长混合A,混合型
018777,金信精选成长混合C,混合型
018780,安信活期宝货币C,货币型
018781,泓德添利货币E,货币型
018782,汇丰晋信货币C,货币型
018783,交银新生活力灵活配置混合C,混合型
018784,信澳鑫瑞6个月持有期债券A,债券型
018785,信澳鑫瑞6个月持有期债券C,债券型
018786,招商国证2000指数增强A,指数型
018787,招商国证2000指数增强C,指数型
018788,中信建投臻选成长混合发起式A,混合型
018789,中信建投臻选成长混合发起式C,混合型
018790,华泰柏瑞均衡成长混合A,混合型
018791,华泰柏瑞均衡成长混合C,混合型
018792,汇添富和聚宝货币B,货币型
018793,汇添富和聚宝货币D,货币型
018794,汇添富稳益60天持有债券A,债券型
018795,汇添富稳益60天持有债券C,债券型
018796,海富通远见回报混合A,混合型
018797,海富通远见回报混合C,混合型
018798,易方达安裕60天持有债券A,债券型
018799,易方达安裕60天持有债券C,债券型
018804,广发添福90天持有债券A,债券型
018805,广发添福90天持有债券C,债券型
018806,华安国企机遇混合A,混合型
018807,华安国企机遇混合C,混合型
018808,财通中证同业存单AAA指数7天持有期,指数型
018809,长信中证同业存单AAA指数7天持有,指数型
018810,易方达天天理财货币D,货币型
018812,兴业稳健优选6个月持有混合(FOF)A,FOF
018813,兴业稳健优选6个月持有混合(FOF)C,FOF
018814,中金金安债券,债券型
018815,方正富邦核心优势混合A,混合型
018816,方正富邦核心优势混合C,混合型
018817,景顺长城中小创精选股票C,股票型
018818,鑫元数字经济混合发起式A,混合型
018819,鑫元数字经济混合发起式C,混合型
018820,富国智诚精选3个月持有期混合(FOF)C,FOF
018821,银华新材料混合发起式A,混合型
018822,银华新材料混合发起式C,混合型
018823,国金智享量化选股混合A,混合型
018824,国金智享量化选股混合C,混合型
018825,安信平衡养老目标三年持有期混合发起(FOF)A,FOF
018826,兴银创盈一年定开债发起,债券型
018827,鑫元科技创新混合A,混合型
018828,鑫元科技创新混合C,混合型
018829,兴业嘉远债券,债券型
018830,汇添富稳健回报债券A,债券型
018831,汇添富稳健回报债券C,债券型
018832,建信兴利灵活配置混合C,混合型
018834,易方达汇享稳健养老一年持有混合(FOF)A,FOF
018835,广发成长启航混合A,混合型
018836,广发成长启航混合C,混合型
018837,广发养老目标2060五年持有混合发起式(FOF)A,FOF
018838,广发添财30天持有债券A,债券型
018839,广发添财30天持有债券C,债券型
018840,汇添富稳元回报债券发起式A,债券型
018841,汇添富稳元回报债券发起式C,债券型
018842,长江安悦利率债债券A,债券型
018843,长江安悦利率债债券C,债券型
018844,创金合信利辉利率债债券A,债券型
018845,创金合信利辉利率债债券C,债券型
018846,华泰保兴尊睿6个月持有债券发起A,债券型
018847,华泰保兴尊睿6个月持有债券发起C,债券型
018848,中海信息产业混合C,混合型
018849,鑫元恒鑫收益增强债券型发起式E,债券型
018850,博时合晶货币A,货币型
018851,博时标普石油天然气勘探及生产精选行业指数发起(QDII)A人民币,指数型
018852,博时标普石油天然气勘探及生产精选行业指数发起(QDII)A美元现汇,指数型
018853,博时标普石油天然气勘探及生产精选行业指数发起(QDII)C人民币,指数型
018854,博时标普石油天然气勘探及生产精选行业指数发起(QDII)C美元现汇,指数型
018855,东方锦合一年定开债券发起式,债券型
018858,惠升和安纯债A,债券型
018859,惠升和安纯债C,债券型
018860,嘉实产业优选混合(LOF)C,混合型
018861,景顺长城量化港股通股票C,股票型
018862,大成创优鑫选混合A,混合型
018863,大成创优鑫选混合C,混合型
018864,广发中证传媒ETF联接E,指数型
018865,泓德数字经济混合发起式A,混合型
018866,泓德数字经济混合发起式C,混合型
018867,东方红3个月定开纯债,债券型
018868,兴全品质甄选混合A,混合型
018869,兴全品质甄选混合C,混合型
018870,银河产业动力混合C,混合型
018871,银河乐活优萃混合C,混合型
018872,银河量化优选混合C,混合型
018873,中信建投凤凰货币C,货币型
018874,民生加银现金增利货币E,货币型
018875,创金合信货币E,货币型
018876,兴合先进制造混合发起式A,混合型
018877,兴合先进制造混合发起式C,混合型
018878,富安达富禧纯债30天持有债券A,债券型
018879,富安达富禧纯债30天持有债券C,债券型
018880,中欧稳丰90天持有债券A,债券型
018881,中欧稳丰90天持有债券C,债券型
018884,建信开元惠享6个月持有期债券发起式A,债券型
018885,建信开元惠享6个月持有期债券发起式C,债券型
018886,东海数字经济混合发起式A,混合型
018887,东海数字经济混合发起式C,混合型
018888,银河主题混合C,混合型
018889,银河服务混合C,混合型
018890,大成锐见未来混合A,混合型
018891,大成锐见未来混合C,混合型
018892,招商安康债券A,债券型
018893,招商安康债券C,债券型
018896,易方达消费电子ETF联接A,指数型
018897,易方达消费电子ETF联接C,指数型
018898,易方达悦和稳健债券A,债券型
018899,易方达悦和稳健债券C,债券型
018901,招商回报优选混合发起式A,混合型
018902,招商回报优选混合发起式C,混合型
018903,建信中债1-3年政金债指数A,指数型
018904,建信中债1-3年政金债指数C,指数型
018905,国泰交通运输ETF联接A,指数型
018906,国泰交通运输ETF联接C,指数型
018907,博时合鑫货币A,货币型
018910,中欧科技成长混合A,混合型
018911,中欧科技成长混合C,混合型
018912,东方养老目标2040三年持有混合发起(FOF),FOF
018913,汇添富添福睿鑫积极养老目标五年持有混合发起(FOF),FOF
018914,华夏聚嘉优选三个月持有混合(FOF)A,FOF
018915,华夏聚嘉优选三个月持有混合(FOF)C,FOF
018916,华夏专精特新混合发起式A,混合型
018917,华夏专精特新混合发起式C,混合型
018918,华夏清洁能源龙头混合发起式A,混合型
018919,华夏清洁能源龙头混合发起式C,混合型
018920,东方红中证优势成长指数发起A,指数型
018921,东方红中证优势成长指数发起C,指数型
018922,民生加银恒源债券,债券型
018923,华安现金富利货币E,货币型
018924,南方金添利三年定开债券A,债券型
018925,南方金添利三年定开债券C,债券型
018926,南方储能电池ETF联接A,指数型
018927,南方储能电池ETF联接C,指数型
018928,蜂巢丰旭债券A,债券型
018929,蜂巢丰旭债券C,债券型
018930,湘财均衡甄选混合A,混合型
018931,湘财均衡甄选混合C,混合型
018932,中信保诚四季红混合C,混合型
018933,长盛城镇化主题混合C,混合型
018934,长盛互联网+混合C,混合型
018936,招商稳恒中短债60天持有期债券D,债券型
018937,财通医药健康混合A,混合型
018938,财通医药健康混合C,混合型
018939,长城景气成长混合A,混合型
018940,长城景气成长混合C,混合型
018941,长城裕利债券发起式A,债券型
018942,长城裕利债券发起式C,债券型
018943,银河钱包货币E,货币型
018946,招商安益灵活配置混合C,混合型
018947,汇添富沪深300安中指数C,指数型
018948,东方红睿满沪港深混合(LOF)C,混合型
018949,东方红睿华沪港深混合(LOF)C,混合型
018950,汇添富稳利60天短债B,债券型
018951,中银机构现金管理货币C,货币型
018952,安信宝利债券(LOF)E,债券型
018953,民生加银现金宝货币D,货币型
018954,富国收益增强债券E,债券型
018955,易方达天天发货币D,货币型
018956,中航机遇领航混合发起A,混合型
018957,中航机遇领航混合发起C,混合型
018958,富国双债增强债券E,债券型
018959,中银鑫呈一年定开债券发起式,债券型
018960,永赢易弘债券C,债券型
018961,永赢瑞益债券B,债券型
018962,永赢昭利债券D,债券型
018963,国泰海通量化选股混合发起D,混合型
018964,国联恒鑫纯债E,债券型
018965,富国稳健增强债券E,债券型
018966,汇添富纳斯达克100ETF发起式联接(QDII)人民币A,指数型
018967,汇添富纳斯达克100ETF发起式联接(QDII)人民币C,指数型
018968,汇添富纳斯达克100ETF发起式联接(QDII)美元现汇,指数型
018969,汇添富纳斯达克100ETF发起式联接(QDII)美元现钞,指数型
018970,光大恒利纯债债券D,债券型
018971,富国致弘量化选股股票A,股票型
018972,富国致弘量化选股股票C,股票型
018975,中信建投消费升级混合发起式A,混合型
018976,中信建投消费升级混合发起式C,混合型
018977,中信建投惠享债券A,债券型
018978,中信建投惠享债券C,债券型
018979,中信建投民享稳健养老目标一年持有混合发起式(FOF),FOF
018980,富国优化增强债券E,债券型
018981,湘财鑫利纯债A,债券型
018982,湘财鑫利纯债C,债券型
018983,国泰海通新材料混合发起A,混合型
018984,国泰海通新材料混合发起C,混合型
018985,信澳双创智选混合A,混合型
018986,信澳双创智选混合C,混合型
018987,富安达科技领航混合C,混合型
018988,博时双季益六个月持有期债券A,债券型
018989,博时双季益六个月持有期债券C,债券型
018990,兴银智选消费混合A,混合型
018991,兴银智选消费混合C,混合型
018992,兴银长盈定开债C,债券型
018993,中欧数字经济混合发起A,混合型
018994,中欧数字经济混合发起C,混合型
018995,景顺长城中国回报混合C,混合型
018996,易方达优选投资级信用指数发起式A,指数型
018997,中银弘享债券B,债券型
018998,景顺长城研究精选股票C,股票型
018999,万家趋势领先混合A,混合型
019000,万家趋势领先混合C,混合型
019001,华夏中证智选500价值稳健策略ETF发起式联接A,指数型
019002,华夏中证智选500价值稳健策略ETF发起式联接C,指数型
019003,易方达科技智选混合A,混合型
019004,易方达科技智选混合C,混合型
019005,国投瑞银白银期货(LOF)C,商品
019006,蜂巢先进制造混合发起式A,混合型
019007,蜂巢先进制造混合发起式C,混合型
019008,东方红远见领航混合发起A,混合型
019009,东方红远见领航混合发起C,混合型
019012,富国鑫汇养老目标日期2045五年持有期混合发起式(FOF)Y,FOF
019013,景顺长城国证2000指数增强A,指数型
019014,景顺长城国证2000指数增强C,指数型
019015,中欧国企红利混合A,混合型
019016,中欧国企红利混合C,混合型
019017,汇丰晋信中证同业存单AAA指数7天持有,指数型
019018,易方达信息产业混合C,混合型
019020,易方达医疗保健行业混合C,混合型
019021,合煦智远诚正30天持有期债券A,债券型
019022,合煦智远诚正30天持有期债券C,债券型
019023,长城收益宝货币D,货币型
019024,易方达信息行业精选股票C,股票型
019026,易方达金融行业股票发起式C,股票型
019027,广发添福30天持有债券A,债券型
019028,广发添福30天持有债券C,债券型
019029,华宝医药生物混合C,混合型
019030,信澳星耀智选混合A,混合型
019031,信澳星耀智选混合C,混合型
019032,易方达环保主题混合C,混合型
019034,易方达高端制造混合发起式C,混合型
019035,易方达全球医药行业混合发起式(QDII)C(人民币),QDII
019036,易方达全球医药行业混合发起式(QDII)C(美元现汇),QDII
019037,博道中证同业存单AAA指数7天持有期,指数型
019038,海富通添利收益一年持有期债券A,债券型
019039,海富通添利收益一年持有期债券C,债券型
019040,国联日盈C,货币型
019041,浦银安盛稳健富利180天持有债券A,债券型
019042,浦银安盛稳健富利180天持有债券C,债券型
019043,华夏鼎创债券A,债券型
019044,华夏鼎创债券C,债券型
019045,申万菱信安泰裕利纯债债券A,债券型
019046,申万菱信安泰裕利纯债债券C,债券型
019047,嘉实致裕纯债债券,债券型
019048,嘉实汇享30天持有期纯债债券A,债券型
019049,嘉实汇享30天持有期纯债债券C,债券型
019050,鑫元货币E,货币型
019051,华泰柏瑞科技创新混合发起式A,混合型
019052,华泰柏瑞科技创新混合发起式C,混合型
019053,华商元亨混合C,混合型
019054,富国价值成长混合A,混合型
019055,富国价值成长混合C,混合型
019056,百嘉百川30天持有纯债债券A,债券型
019057,百嘉百川30天持有纯债债券C,债券型
019058,易方达中证绿色电力ETF联接发起式A,指数型
019059,易方达中证绿色电力ETF联接发起式C,指数型
019060,博时富源纯债债券C,债券型
019061,易方达中证软件服务ETF联接发起式A,指数型
019062,易方达中证软件服务ETF联接发起式C,指数型
019063,兴全恒荣债券A,债券型
019064,兴全恒荣债券C,债券型
019065,安信浩盈6个月持有混合C,混合型
019066,博时央创ETF联接E,指数型
019067,博时安盈债券E,债券型
019068,永赢华嘉信用债E,债券型
019069,永赢开泰中高等级中短债D,债券型
019070,永赢开泰中高等级中短债E,债券型
019071,嘉实国证通信ETF发起联接A,指数型
019072,嘉实国证通信ETF发起联接C,指数型
019073,建信鑫利灵活配置混合C,混合型
019074,泰康长江经济带债券D,债券型
019075,嘉实全球产业精选混合发起式(QDII)人民币,QDII
019076,嘉实全球产业精选混合发起式(QDII)美元,QDII
019077,万家颐达灵活配置混合C,混合型
019078,安信现金增利货币C,货币型
019079,国富招瑞优选股票A,股票型
019080,国富招瑞优选股票C,股票型
019081,山证资管中债1-3年国开债指数A,指数型
019082,山证资管中债1-3年国开债指数C,指数型
019083,万家稳安60天持有期债券A,债券型
019084,万家稳安60天持有期债券C,债券型
019085,工银价值精选混合A,混合型
019086,工银价值精选混合C,混合型
019087,工银中证稀有金属主题ETF发起式联接A,指数型
019088,工银中证稀有金属主题ETF发起式联接C,指数型
019089,华润元大信息传媒科技混合C,混合型
019090,博时中证新能源汽车ETF发起式联接A,指数型
019091,博时中证新能源汽车ETF发起式联接C,指数型
019092,金鹰核心资源混合C,混合型
019093,金鹰科技创新股票C,股票型
019094,金鹰中小盘精选混合C,混合型
019095,东方双债添利债券D,债券型
019097,东方臻裕债券E,债券型
019098,中银证券中证同业存单AAA指数7天持有期,指数型
019099,万家货币F,货币型
019100,东方红稳添利纯债B,债券型
019102,景顺长城恒生消费ETF联接(QDII)A,指数型
019103,景顺长城恒生消费ETF联接(QDII)C,指数型
019104,博时安悦短债E,债券型
019105,博时创业板ETF联接E,指数型
019106,南方智信混合A,混合型
019107,南方智信混合C,混合型
019108,华宝国策导向混合C,混合型
019109,泰康丰盈债券C,债券型
019110,泰康兴泰回报沪港深混合C,混合型
019112,恒越短债债券D,债券型
019113,东财慧心优选混合发起式A,混合型
019114,东财慧心优选混合发起式C,混合型
019115,东财卓越成长混合发起式A,混合型
019116,东财卓越成长混合发起式C,混合型
019117,国泰央企改革股票C,股票型
019118,景顺长城纳斯达克科技ETF联接(QDII)E人民币,指数型
019119,财通资管产业优选混合发起式A,混合型
019120,财通资管产业优选混合发起式C,混合型
019121,国寿安保中证同业存单AAA指数7天持有期,指数型
019122,安信中短利率债(LOF)D,债券型
019123,中欧诚悦债券A,债券型
019124,博道红利智航股票A,股票型
019125,博道红利智航股票C,股票型
019126,华泰柏瑞港股通医疗精选混合发起式A,混合型
019127,华泰柏瑞港股通医疗精选混合发起式C,混合型
019128,国联恒惠纯债E,债券型
019129,中银中债1-3年期国开行债券指数B,指数型
019130,天弘多元锐选一年持有混合A,混合型
019131,天弘多元锐选一年持有混合C,混合型
019132,广发积极回报3个月持有混合(FOF)A,FOF
019133,广发积极回报3个月持有混合(FOF)C,FOF
019136,交银启合混合A,混合型
019137,交银启合混合C,混合型
019138,国富安享货币A,货币型
019139,中银睿泽稳健3个月持有混合(FOF)A,FOF
019140,中银睿泽稳健3个月持有混合(FOF)C,FOF
019141,易方达中证电信主题ETF联接发起式A,指数型
019142,易方达中证电信主题ETF联接发起式C,指数型
019143,东财景气驱动混合发起式A,混合型
019144,东财景气驱动混合发起式C,混合型
019145,长盛货币E,货币型
019146,农银均衡优选混合A,混合型
019147,农银均衡优选混合C,混合型
019148,富国腾享回报6个月滚动持有E,混合型
019149,富国产业债债券D,债券型
019150,国联国企改革混合C,混合型
019151,东兴改革精选混合C,混合型
019152,大成可转债增强债券C,债券型
019153,中欧锐意成长混合发起A,混合型
019154,中欧锐意成长混合发起C,混合型
019155,易方达全球配置混合(QDII)A(人民币),QDII
019156,易方达全球配置混合(QDII)C(人民币),QDII
019157,易方达全球配置混合(QDII)A(美元现汇),QDII
019158,易方达全球配置混合(QDII)C(美元现汇),QDII
019159,中欧产业领航混合A,混合型
019160,中欧产业领航混合C,混合型
019161,博时悦楚纯债债券C,债券型
019162,汇添富中证800价值ETF发起式联接A,指数型
019163,汇添富中证800价值ETF发起式联接C,指数型
019164,汇添富有色金属ETF联接A,指数型
019165,汇添富有色金属ETF联接C,指数型
019166,东兴蓝海财富混合C,混合型
019167,易方达中证物联网主题ETF联接发起式A,指数型
019168,易方达中证物联网主题ETF联接发起式C,指数型
019169,博时中证淘金大数据100C,指数型
019170,天弘沪港深云计算ETF联接C,指数型
019171,天弘沪港深云计算ETF联接A,指数型
019172,摩根纳斯达克100指数(QDII)人民币A,指数型
019173,摩根纳斯达克100指数(QDII)人民币C,指数型
019174,摩根纳斯达克100指数(QDII)美元现汇A,指数型
019175,摩根纳斯达克100指数(QDII)美元现汇C,指数型
019176,汇添富添添乐双鑫债券A,债券型
